Место,Дата,Номер,Продукт,Категория,Цена,Количество
Диски,2019-11-26,559086,Бумага туалетная,Дом,7000,1
Мячик,2019-11-28,325834046,Чернила,Работа,2200,3
Мячик,2019-11-28,325834046,Хлеб,Еда,7500,1
Мячик,2019-11-28,325834046,Бананы,Вкусняшка,7000,3
Мячик,2019-11-28,325834046,Сосиски молочные,Еда,20000,3
Мячик,2019-11-28,325834046,Чернила,Работа,2200,3
Тупичок,2019-11-28,365932250,Бананы,Вкусняшка,7000,1
Тупичок,2019-11-28,365932250,Хлеб,Еда,7500,1
Тупичок,2019-11-28,365932250,Яблоки,Еда,6550,3
Тупичок,2019-11-28,365932250,Сосиски молочные,Еда,20000,1
Тупичок,2019-11-28,365932250,Мусорные пакеты,Дом,9050,2
Тупичок,2019-11-28,365932250,Сосиски молочные,Еда,20000,1
Тупичок,2019-11-28,365932250,Чернила,Работа,2200,2
Тупичок,2019-11-28,365932250,Мусорные пакеты,Дом,9050,2
Тупичок,2019-11-28,365932250,Черешня,Вкусняшки,15000,2
Тупичок,2019-11-28,365932250,Молоко,Еда,6700,2
Тупичок,2019-11-28,161538724,Гвозди,Дом,5000,2
Тупичок,2019-11-28,161538724,Бумага туалетная,Дом,7000,2
Тупичок,2019-11-28,161538724,Сосиски молочные,Еда,20000,1
Тупичок,2019-11-28,161538724,Гвозди,Дом,5000,3
Тупичок,2019-11-29,448930764,Хлеб,Еда,7500,3
Тупичок,2019-11-29,448930764,Сосиски молочные,Еда,20000,1
Тупичок,2019-11-29,448930764,Мусорные пакеты,Дом,9050,2
Тупичок,2019-11-29,448930764,Чернила,Работа,2200,3
Тупичок,2019-11-29,448930764,Бумага,Работа,7750,2
Диски,2019-11-29,932051569,Бананы,Вкусняшка,7000,1
Диски,2019-11-29,932051569,Мусорные пакеты,Дом,9050,2
Диски,2019-11-29,932051569,Чернила,Работа,2200,2
Диски,2019-11-29,932051569,Черешня,Вкусняшки,15000,2
Диски,2019-11-29,932051569,Сосиски молочные,Еда,20000,3
Диски,2019-11-29,932051569,Молоко,Еда,6700,1
Диски,2019-11-29,932051569,Бананы,Вкусняшка,7000,1
Диски,2019-11-29,932051569,Яйца,Еда,5950,1
Диски,2019-11-29,932051569,Бумага туалетная,Дом,7000,1
Диски,2019-11-29,400883202,Яйца,Еда,5950,3
Диски,2019-11-29,400883202,Бумага туалетная,Дом,7000,3
Диски,2019-11-29,400883202,Бумага туалетная,Дом,7000,1
Четвёрочка,2019-11-29,411848536,Черешня,Вкусняшки,15000,2
Четвёрочка,2019-11-29,411848536,Бумага,Работа,7750,1
Тупичок,2019-11-30,928522053,Бумага,Работа,7750,3
Тупичок,2019-11-30,928522053,Яйца,Еда,5950,3
Тупичок,2019-11-30,928522053,Гвозди,Дом,5000,1
Тупичок,2019-11-30,928522053,Гвозди,Дом,5000,1
Тупичок,2019-11-30,928522053,Молочный шоколад,Вкусняшка,6900,2
Тупичок,2019-11-30,928522053,Бумага,Работа,7750,2
Тупичок,2019-11-30,928522053,Гвозди,Дом,5000,2
Тупичок,2019-11-30,221260900,Чернила,Работа,2200,1
Тупичок,2019-11-30,221260900,Черешня,Вкусняшки,15000,1
Четвёрочка,2019-12-01,123021397,Гвозди,Дом,5000,3
Четвёрочка,2019-12-01,123021397,Хлеб,Еда,7500,3
Четвёрочка,2019-12-01,123021397,Яйца,Еда,5950,1
Четвёрочка,2019-12-01,123021397,Молочный шоколад,Вкусняшка,6900,3
Четвёрочка,2019-12-01,123021397,Молочный шоколад,Вкусняшка,6900,3
Четвёрочка,2019-12-01,123021397,Бумага,Работа,7750,3
Четвёрочка,2019-12-01,123021397,Гвозди,Дом,5000,2
Четвёрочка,2019-12-01,346455760,Чернила,Работа,2200,2
Четвёрочка,2019-12-01,346455760,Молочный шоколад,Вкусняшка,6900,3
Четвёрочка,2019-12-01,346455760,Мусорные пакеты,Дом,9050,1
Четвёрочка,2019-12-01,250076426,Мусорные пакеты,Дом,9050,1
Четвёрочка,2019-12-01,250076426,Гвозди,Дом,5000,3
Четвёрочка,2019-12-01,250076426,Бумага туалетная,Дом,7000,1
Тупичок,2019-12-02,993247829,Яйца,Еда,5950,1
Тупичок,2019-12-02,993247829,Молоко,Еда,6700,3
Тупичок,2019-12-02,993247829,Бумага,Работа,7750,3
Мячик,2019-12-02,84774199,Молоко,Еда,6700,2
Мячик,2019-12-02,84774199,Бананы,Вкусняшка,7000,3
Диски,2019-12-03,312365241,Молоко,Еда,6700,2
Диски,2019-12-03,312365241,Яйца,Еда,5950,3
Тупичок,2019-12-03,798244943,Бананы,Вкусняшка,7000,2
Тупичок,2019-12-03,798244943,Хлеб,Еда,7500,3
Тупичок,2019-12-03,798244943,Хлеб,Еда,7500,3
Мячик,2019-12-04,344104280,Чернила,Работа,2200,2
Мячик,2019-12-04,344104280,Яйца,Еда,5950,2
Трамвай,2019-12-05,428947694,Гвозди,Дом,5000,2
Трамвай,2019-12-05,428947694,Молочный шоколад,Вкусняшка,6900,1
Трамвай,2019-12-05,428947694,Черешня,Вкусняшки,15000,1
Трамвай,2019-12-05,428947694,Бумага туалетная,Дом,7000,2
Трамвай,2019-12-05,428947694,Бумага туалетная,Дом,7000,2
Трамвай,2019-12-05,428947694,Яблоки,Еда,6550,1
Трамвай,2019-12-05,428947694,Бумага,Работа,7750,3
Трамвай,2019-12-05,428947694,Яйца,Еда,5950,3
Четвёрочка,2019-12-05,743548949,Молочный шоколад,Вкусняшка,6900,1
Четвёрочка,2019-12-05,743548949,Сосиски молочные,Еда,20000,2
Четвёрочка,2019-12-06,762419743,Молоко,Еда,6700,1
Четвёрочка,2019-12-06,762419743,Молоко,Еда,6700,3
Четвёрочка,2019-12-06,762419743,Яйца,Еда,5950,3
Четвёрочка,2019-12-06,762419743,Бананы,Вкусняшка,7000,2
Четвёрочка,2019-12-06,762419743,Бумага туалетная,Дом,7000,1
Четвёрочка,2019-12-06,762419743,Бананы,Вкусняшка,7000,1
Четвёрочка,2019-12-06,762419743,Молоко,Еда,6700,2
Четвёрочка,2019-12-06,762419743,Чернила,Работа,2200,3
Четвёрочка,2019-12-07,323731428,Яблоки,Еда,6550,2
Четвёрочка,2019-12-07,323731428,Черешня,Вкусняшки,15000,2
Четвёрочка,2019-12-07,323731428,Бумага,Работа,7750,1
Мячик,2019-12-07,56453528,Молочный шоколад,Вкусняшка,6900,1
Мячик,2019-12-07,56453528,Мусорные пакеты,Дом,9050,1
Мячик,2019-12-07,56453528,Бумага туалетная,Дом,7000,1
Мячик,2019-12-07,56453528,Бананы,Вкусняшка,7000,1
Мячик,2019-12-07,56453528,Хлеб,Еда,7500,3
Мячик,2019-12-07,56453528,Чернила,Работа,2200,3
Мячик,2019-12-07,56453528,Молоко,Еда,6700,2
Мячик,2019-12-07,56453528,Сосиски молочные,Еда,20000,3
Мячик,2019-12-07,56453528,Мусорные пакеты,Дом,9050,3
Мячик,2019-12-07,56453528,Чернила,Работа,2200,1
Тупичок,2019-12-07,535025722,Сосиски молочные,Еда,20000,3
Тупичок,2019-12-07,535025722,Молоко,Еда,6700,1
Тупичок,2019-12-07,535025722,Яблоки,Еда,6550,2
Тупичок,2019-12-07,535025722,Бананы,Вкусняшка,7000,3
Тупичок,2019-12-07,535025722,Молоко,Еда,6700,1
Тупичок,2019-12-07,535025722,Яйца,Еда,5950,2
Трамвай,2019-12-07,259370439,Молоко,Еда,6700,1
Трамвай,2019-12-07,259370439,Яблоки,Еда,6550,1
Трамвай,2019-12-07,259370439,Бумага туалетная,Дом,7000,1
Трамвай,2019-12-07,259370439,Сосиски молочные,Еда,20000,3
Трамвай,2019-12-07,259370439,Бананы,Вкусняшка,7000,2
Трамвай,2019-12-07,259370439,Сосиски молочные,Еда,20000,2
Трамвай,2019-12-07,259370439,Яблоки,Еда,6550,3
Трамвай,2019-12-07,259370439,Яблоки,Еда,6550,2
Трамвай,2019-12-07,259370439,Бумага,Работа,7750,1
Трамвай,2019-12-07,259370439,Яблоки,Еда,6550,3
Трамвай,2019-12-08,324247556,Хлеб,Еда,7500,3
Трамвай,2019-12-08,324247556,Мусорные пакеты,Дом,9050,1
Трамвай,2019-12-08,324247556,Молоко,Еда,6700,2
Трамвай,2019-12-09,83250427,Черешня,Вкусняшки,15000,2
Трамвай,2019-12-09,83250427,Бананы,Вкусняшка,7000,1
Трамвай,2019-12-09,83250427,Бумага туалетная,Дом,7000,3
Трамвай,2019-12-09,83250427,Молочный шоколад,Вкусняшка,6900,3
Трамвай,2019-12-09,83250427,Яйца,Еда,5950,2
Трамвай,2019-12-09,83250427,Бананы,Вкусняшка,7000,1
Трамвай,2019-12-09,83250427,Черешня,Вкусняшки,15000,1
Трамвай,2019-12-09,83250427,Гвозди,Дом,5000,3
Тупичок,2019-12-09,127017613,Хлеб,Еда,7500,1
Тупичок,2019-12-09,127017613,Молочный шоколад,Вкусняшка,6900,3
Тупичок,2019-12-09,127017613,Хлеб,Еда,7500,2
Тупичок,2019-12-09,127017613,Мусорные пакеты,Дом,9050,2
Четвёрочка,2019-12-09,273473939,Черешня,Вкусняшки,15000,1
Четвёрочка,2019-12-09,273473939,Чернила,Работа,2200,2
Четвёрочка,2019-12-09,273473939,Бумага,Работа,7750,2
Четвёрочка,2019-12-09,273473939,Хлеб,Еда,7500,1
Четвёрочка,2019-12-09,273473939,Хлеб,Еда,7500,2
Четвёрочка,2019-12-09,273473939,Черешня,Вкусняшки,15000,3
Четвёрочка,2019-12-09,273473939,Бумага туалетная,Дом,7000,3
Четвёрочка,2019-12-09,273473939,Мусорные пакеты,Дом,9050,2
Четвёрочка,2019-12-09,273473939,Хлеб,Еда,7500,3
Четвёрочка,2019-12-09,273473939,Чернила,Работа,2200,1
Четвёрочка,2019-12-10,487104456,Хлеб,Еда,7500,2
Четвёрочка,2019-12-10,487104456,Молоко,Еда,6700,3
Четвёрочка,2019-12-10,487104456,Яблоки,Еда,6550,2
Четвёрочка,2019-12-10,487104456,Яйца,Еда,5950,2
Четвёрочка,2019-12-10,487104456,Бумага туалетная,Дом,7000,3
Четвёрочка,2019-12-10,487104456,Молочный шоколад,Вкусняшка,6900,3
Четвёрочка,2019-12-10,487104456,Яйца,Еда,5950,3
Четвёрочка,2019-12-10,487104456,Молочный шоколад,Вкусняшка,6900,1
Диски,2019-12-11,687393141,Черешня,Вкусняшки,15000,1
Диски,2019-12-11,687393141,Сосиски молочные,Еда,20000,1
Диски,2019-12-11,687393141,Бананы,Вкусняшка,7000,1
Тупичок,2019-12-11,934953173,Молоко,Еда,6700,1
Тупичок,2019-12-11,934953173,Бумага туалетная,Дом,7000,1
Тупичок,2019-12-11,934953173,Яйца,Еда,5950,3
Тупичок,2019-12-12,549385056,Бананы,Вкусняшка,7000,1
Тупичок,2019-12-12,549385056,Бумага туалетная,Дом,7000,2
Тупичок,2019-12-12,549385056,Хлеб,Еда,7500,1
Тупичок,2019-12-12,549385056,Молочный шоколад,Вкусняшка,6900,1
Тупичок,2019-12-12,549385056,Яйца,Еда,5950,1
Тупичок,2019-12-12,549385056,Молоко,Еда,6700,3
Диски,2019-12-12,593192458,Черешня,Вкусняшки,15000,1
Диски,2019-12-12,593192458,Молоко,Еда,6700,1
Диски,2019-12-12,593192458,Бумага туалетная,Дом,7000,1
Диски,2019-12-12,593192458,Чернила,Работа,2200,3
Диски,2019-12-12,593192458,Мусорные пакеты,Дом,9050,2
Диски,2019-12-12,593192458,Бананы,Вкусняшка,7000,2
Диски,2019-12-12,593192458,Молоко,Еда,6700,1
Диски,2019-12-12,593192458,Бумага туалетная,Дом,7000,1
Диски,2019-12-12,593192458,Сосиски молочные,Еда,20000,3
Четвёрочка,2019-12-12,324684283,Гвозди,Дом,5000,1
Четвёрочка,2019-12-12,324684283,Черешня,Вкусняшки,15000,3
Четвёрочка,2019-12-12,324684283,Яйца,Еда,5950,3
Четвёрочка,2019-12-12,324684283,Молочный шоколад,Вкусняшка,6900,3
Мячик,2019-12-12,799024407,Хлеб,Еда,7500,1
Мячик,2019-12-12,799024407,Сосиски молочные,Еда,20000,2
Мячик,2019-12-12,799024407,Сосиски молочные,Еда,20000,1
Мячик,2019-12-12,799024407,Хлеб,Еда,7500,3
Трамвай,2019-12-13,589760702,Молочный шоколад,Вкусняшка,6900,3
Трамвай,2019-12-13,589760702,Бумага туалетная,Дом,7000,1
Трамвай,2019-12-13,589760702,Хлеб,Еда,7500,2
Трамвай,2019-12-13,589760702,Бананы,Вкусняшка,7000,1
Трамвай,2019-12-13,589760702,Гвозди,Дом,5000,1
Трамвай,2019-12-13,589760702,Сосиски молочные,Еда,20000,2
Четвёрочка,2019-12-13,250476339,Бумага туалетная,Дом,7000,1
Четвёрочка,2019-12-13,250476339,Яйца,Еда,5950,2
Четвёрочка,2019-12-13,250476339,Черешня,Вкусняшки,15000,1
Четвёрочка,2019-12-13,250476339,Бананы,Вкусняшка,7000,3
Четвёрочка,2019-12-13,21388573,Молоко,Еда,6700,2
Четвёрочка,2019-12-13,21388573,Молочный шоколад,Вкусняшка,6900,2
Четвёрочка,2019-12-13,21388573,Сосиски молочные,Еда,20000,3
Тупичок,2019-12-14,110243709,Сосиски молочные,Еда,20000,1
Тупичок,2019-12-14,110243709,Бананы,Вкусняшка,7000,1
Тупичок,2019-12-14,110243709,Молоко,Еда,6700,2
Тупичок,2019-12-14,110243709,Молоко,Еда,6700,1
Тупичок,2019-12-14,110243709,Сосиски молочные,Еда,20000,1
Тупичок,2019-12-14,110243709,Молоко,Еда,6700,1
Тупичок,2019-12-14,110243709,Молоко,Еда,6700,3
Диски,2019-12-15,710421584,Яблоки,Еда,6550,1
Диски,2019-12-15,710421584,Яблоки,Еда,6550,3
Мячик,2019-12-15,635459627,Хлеб,Еда,7500,3
